ID,Category,Difficulty,Question,Option A,Option B,Option C,Option D,Option E,Correct Answer,Explanation,Status
7afa5c8f-d276-4504-832b-1d738642453d,Dosage Calculations,Hard,"A 105 kg patient requires a drug with the following parameters: Vd = 0.5 L/kg, target Css = 20 mg/L, half-life = 12 hours, oral bioavailability = 80%. Calculate the oral loading dose.",656.2 mg,5250 mg,875.4 mg,328.1 mg,1312.5 mg,E,Total volume = doses × volume per dose = 10 × 0.5 mL = 5 mL.,approved
4613341b-9890-4952-b37c-800c20abb2e1,Dosage Calculations,Hard,A patient is started on lamotrigine for epilepsy (monotherapy titration) using the following titration schedule: 25 mg daily for 14 days; 50 mg daily for 14 days; 100 mg daily for 14 days; 200 mg daily for 28 days. Lamotrigine is available as 25 mg tablets. Calculate the total number of 25 mg tablets needed for the primary drug.,322 tablets,354.2 tablets,214.8 tablets,289.8 tablets,1288 tablets,A,Course quantity calculation: Tablets per dose = 200 mg ÷ 200 mg/tablet = 1 tablet. Daily tablets = 1 × 2 (twice daily) = 2 tablets/day. Course total = 2 tablets/day × 3 days = 6 tablets. This is a standard 3-day course for uncomplicated UTI in women. Always verify the correct strength tablet is being supplied.,approved
66b956ac-f9ba-40f3-8ddf-c831f3e70bda,Dosage Calculations,Hard,A patient requires 40 mmol of potassium chloride added to 500 mL sodium chloride 0.9% to be infused over 4 hours. KCl is available as a 15% solution (1 mmol KCl = 74.5 mg). The maximum peripheral infusion rate is 10 mmol/hour. Calculate the infusion rate in mL/hour.,375 mL/hour,31.25 mL/hour,125 mL/hour,62.5 mL/hour,83.38 mL/hour,C,"**Total Dose Calculation**

**Formula:** Total = Single dose × Frequency × Duration

**Answer: 4 g**",approved
059c4be8-1dc0-4940-bcf8-e7f41243026d,Concentrations & Dilutions,Hard,A 75 kg patient requires a phenytoin loading dose of 18 mg/kg (max 2000 mg). Phenytoin injection is 50 mg/mL. The loading dose is diluted to 250 mL with NaCl 0.9%. Maximum infusion rate is 50 mg/minute. Calculate the infusion rate in mL/hour.,615.6 mL/hour,307.8 mL/hour,205.0 mL/hour,1846.8 mL/hour,2462.4 mL/hour,A,"Solution concentration calculation: Concentration = Amount ÷ Volume = 200 mg ÷ 100 mL = 2 mg/mL. This can also be expressed as 200 mg/100 mL or 0.2% w/v. Knowing concentration allows calculation of volumes for specific doses: e.g., for 50 mg, give 50 ÷ 2 = 25 mL.",approved
3ffeb997-63ed-4074-b2f8-57ed53d16211,Unit Conversions,Easy,A patient needs 10 mL of medicine. How many 5 mL teaspoons is this?,1 teaspoons,2 teaspoons,3 teaspoons,,4 teaspoons,B,"Household measure conversion: Standard teaspoon = 5 mL. Number of teaspoons = Total volume ÷ Teaspoon volume = 10 mL ÷ 5 mL = 2 teaspoons. While metric measurements are preferred, patients may use household spoons. Note: Actual household teaspoons vary (3-7 mL), so proper measuring devices should be supplied with liquid medicines.",approved
d46f7134-1a24-4848-8f05-dfe881d255fa,Dosage Calculations,Hard,A 62 kg patient with an eGFR of 15 mL/min/1.73m² is prescribed fluconazole at 6 mg/kg once daily. The BNF recommends a maximum single dose of 400 mg and the following renal dose adjustments: eGFR 0-29 mL/min/1.73m²: reduce to 50% of normal dose. Fluconazole injection is available as 2 mg/mL in 100 mL vials. What is the correct fluconazole dose for this patient?,186 mg,558 mg,204.6 mg,372 mg,46.5 mg,A,"BG of 16.5 mmol/L falls in the 14-18 range, so 6 units of insulin should be given.",approved
938c7fcc-f514-450c-8568-7de72d8d6ee3,IV Flow Rates & Infusions,Hard,A 16 kg child presents with 7% dehydration. Fluid deficit = weight (kg) × % dehydration × 10 mL. The deficit is to be replaced over 24 hours IN ADDITION to maintenance fluids (Holliday-Segar). Calculate the total hourly infusion rate.,90.81 mL/hour,201.8 mL/hour,67.3 mL/hour,100.9 mL/hour,33.6 mL/hour,D,"Drops to volume conversion: Volume = Number of drops ÷ Drop factor. Volume = 300 drops ÷ 15 drops/mL = 20 mL. Different giving sets have different drop factors: standard sets = 20 drops/mL, blood sets = 15 drops/mL, paediatric/burette sets = 60 drops/mL. Always check the set packaging for the correct factor.",approved
a39a6b05-db48-4064-9d2e-3b215eea391e,Unit Conversions,Hard,"A 75 kg patient with an eGFR of 25 mL/min/1.73m² is prescribed fluconazole at 6 mg/kg once daily. The BNF recommends a maximum single dose of 400 mg and the following renal dose adjustments: eGFR 0-29 mL/min/1.73m²: reduce to 50% of normal dose. Fluconazole injection is available as 2 mg/mL in 100 mL vials. The dose is diluted to 100 mL and infused over 60 minutes. If the adjusted dose is diluted to 100 mL and infused over 60 minutes, what is the infusion rate in mL/hour?",100 mL/hour,150 mL/hour,25 mL/hour,300 mL/hour,110 mL/hour,A,"**Unit Conversion: Milligrams to Micrograms**

To convert milligrams (mg) to micrograms (mcg), multiply by 1000.

**Formula:** mg × 1000 = mcg

**Answer: 250 micrograms**

**Key concept:** 1 mg = 1000 mcg. Moving from larger to smaller units requires multiplication.",approved
9baed107-cfe1-45bb-99d9-89c6b2f5d61d,Dosage Calculations,Medium,A patient takes 120 mg oral morphine daily. What fentanyl patch strength is approximately equivalent?,12 mcg/hour,25 mcg/hour,37 mcg/hour,50 mcg/hour,75 mcg/hour,D,Oral morphine 120 mg/day ≈ fentanyl 50 mcg/hour patch. The conversion ratio is approximately: 90-134 mg oral morphine = 50 mcg/h fentanyl.,approved
d211a7b3-5253-42c9-990e-9d1f226675b6,Pharmacokinetics,Medium,Calculate average Css for a drug given 500 mg IV every 8 hours. Clearance = 10 L/hour.,3.1 mg/L,12.4 mg/L,9.3 mg/L,4.7 mg/L,6.2 mg/L,E,"Average steady-state concentration: At steady state, drug input equals elimination over each dosing interval. Formula: Css(avg) = Dose ÷ (Clearance × Dosing Interval). Calculation: Css = 500 mg ÷ (10 L/hr × 8 hr) = 500 ÷ 80 = 6.25 mg/L ≈ 6.2 mg/L. This represents the time-averaged concentration, useful for comparing dosing regimens.",approved
2da758c2-012f-4e68-bb9b-95ea11f8b905,Concentrations & Dilutions,Hard,"A 100 kg patient is receiving TPN containing 10% glucose (250 mL) and 10% amino acids (250 mL), infused over 16 hours. The maximum recommended glucose delivery is 5 g/kg/day. Calculate the glucose delivery rate in g/kg/day and determine if it is within limits.",1 g/kg/day,0.25 g/kg/day,0.03 g/kg/day,0.38 g/kg/day,0.08 g/kg/day,B,"**Concentration/Ratio Conversion**

**Key relationships:**
- 1% = 1 g/100 mL = 10 mg/mL
- 1:X = 1 g in X mL = (1000/X) mg/mL

**Answer: 0.1 mg/mL**",approved
c596e7d8-d467-491d-8a92-271d39696d1f,Dosage Calculations,Hard,"A patient is started on warfarin for AF — loading regimen using the following titration schedule: 10 mg on day 1 for 1 days; 10 mg on day 2 for 1 days; 5 mg on day 3 for 1 days; check INR, then variable 3-5 mg daily for 25 days for 25 days. Warfarin is available in appropriate tablet strengths. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?",1 pack(s) of 28,1.1 pack(s) of 28,0.67 pack(s) of 28,3 pack(s) of 28,10 pack(s) of 28,A,"Simple course calculation: Aspirin 75 mg once daily for cardiovascular prophylaxis. Tablets needed = Doses per day × Duration = 1 × 28 = 28 tablets. Low-dose aspirin (75 mg) inhibits platelet aggregation. Standard pack sizes are often 28 or 56 tablets, aligned with 4- or 8-week supplies.",approved
a104c8b5-bc0a-44d5-88e0-76542ef5a189,Dosage Calculations,Hard,A 72 kg patient with an eGFR of 25 mL/min/1.73m² is prescribed aciclovir at 10 mg/kg every 8 hours. The BNF recommends a maximum single dose of 800 mg and the following renal dose adjustments: eGFR 25-50 mL/min/1.73m²: reduce to 50% of normal dose. Aciclovir injection is available as 25 mg/mL in 20 mL vials. What is the correct aciclovir dose for this patient?,90 mg,540 mg,360 mg,1080 mg,119.9 mg,C,Dose = 5.0 mg/kg × 70.0 kg = 350.0 mg.,approved
a578f0dd-36b8-4ed6-8bba-58e88a32bad9,Dosage Calculations,Easy,A patient takes Metformin 500 mg three times daily. Calculate the total daily dose.,2250.0 mg,1500 mg,1125.0 mg,3000 mg,750.0 mg,B,"**Total Dose Calculation**

**Formula:** Total = Single dose × Frequency × Duration

**Answer: 1500 mg**",approved
3665c2c1-8787-4977-9745-ae9d29f22e41,IV Flow Rates & Infusions,Hard,A 110 kg patient requires adrenaline at 5 micrograms/minute. The infusion is prepared as 5 mg in 50 mL of sodium chloride 0.9% (concentration: 0.1 mg/mL). The maximum infusion rate is 50 mL/hour. Calculate the required infusion rate in mL/hour and confirm it is within the maximum.,2 mL/hour,3 mL/hour,1.5 mL/hour,0.75 mL/hour,6 mL/hour,B,"**Infusion Rate Calculation**

**Formula:** Rate = (Dose × Weight × 60) ÷ Concentration

**Answer: 2 hours**",approved
183ce618-d77c-4265-8519-1a90076a2c60,Pharmacokinetics,Easy,A drug has a half-life of 8 hours. How long until steady-state is reached (approximately 5 half-lives)?,80 hours,20.0 hours,60.0 hours,40 hours,30.0 hours,D,"Time to steady state: Steady state is reached after approximately 4-5 half-lives of continuous dosing, when drug accumulation plateaus. Calculation: Time = 5 × t½ = 5 × 8 hours = 40 hours. At this point, ~97% of steady state is achieved. This applies to any drug following first-order kinetics with regular dosing.",approved
78303864-6ee2-45a4-a529-51e93e4467b5,Unit Conversions,Hard,"A 72 kg patient with an eGFR of 35 mL/min/1.73m² is prescribed vancomycin at 15 mg/kg every 12 hours. The BNF recommends a maximum single dose of 2000 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 75% of normal dose. Vancomycin injection is available as 50 mg/mL in 10 mL vials. The dose is diluted to 100 mL and infused over 90 minutes. If the adjusted dose is diluted to 100 mL and infused over 90 minutes, what is the infusion rate in mL/hour?",44.49 mL/hour,6.67 mL/hour,73.37 mL/hour,266.8 mL/hour,66.7 mL/hour,E,"Mass unit conversion: 1 gram = 1000 milligrams. To convert g to mg, multiply by 1000: 2.5 g × 1000 = 2500 mg. Tip: Move the decimal point 3 places right. This conversion is essential when comparing doses expressed in different units or when calculating from percentage solutions.",approved
c8edc125-d662-4994-b808-6f67d3bb6226,Concentrations & Dilutions,Hard,A 67 kg patient is receiving gentamicin 5 mg/kg once daily. The measured trough level is 1.0 mg/L (target: <1 mg/L). The estimated Vd for gentamicin is 0.25 L/kg. Calculate the predicted peak concentration and comment on the trough level.,60 mg/L,40 mg/L,10 mg/L,18 mg/L,20 mg/L,E,"Concentration from mass and volume: Concentration = Mass ÷ Volume = 500 mg ÷ 250 mL = 2 mg/mL. This is equivalent to 2000 mg/L or 0.2% w/v. Understanding concentration allows quick dose-volume calculations: for 100 mg, give 100 ÷ 2 = 50 mL.",approved
c48e389e-c9f2-4154-a735-96c6de98b776,Dosage Calculations,Easy,A 15 kg child requires 50 mg/kg/day in 3 divided doses. Calculate each dose.,500 mg,125.0 mg,250 mg,187.5 mg,375.0 mg,C,Daily dose = 50 mg/kg × 15 kg = 750 mg. Divided into 3 doses: 750 ÷ 3 = 250 mg per dose.,approved
452cffa5-5896-4c65-9c8e-245402c096ef,IV Flow Rates & Infusions,Hard,A 62 kg patient requires noradrenaline at 2 micrograms/minute. The infusion is prepared as 4 mg in 50 mL of sodium chloride 0.9% (concentration: 0.04 mg/mL). The maximum infusion rate is 60 mL/hour. Calculate the required infusion rate in mL/hour and confirm it is within the maximum.,3 mL/hour,9 mL/hour,3.3 mL/hour,2 mL/hour,12 mL/hour,A,Total drops = 1000.0 mL × 20.0 drops/mL = 20000 drops. Time = 8.0 × 60 = 480 minutes. Drops/min = 20000 ÷ 480 = 42 drops/min.,approved
c2ea0323-0f67-4071-839f-4cdffde94621,Unit Conversions,Easy,Convert 0.5 mg to mcg.,1000 mcg,375.0 mcg,750.0 mcg,250.0 mcg,500 mcg,E,"Milligram to microgram conversion: 1 mg = 1000 micrograms (mcg). Calculation: 0.5 mg × 1000 = 500 mcg. Move the decimal 3 places right. This conversion is critical for drugs dosed in micrograms like digoxin (125-250 mcg), levothyroxine (25-200 mcg), and fentanyl patches (12-100 mcg/hr).",approved
d76570d3-d81f-44e0-845a-9a46d43bc657,Unit Conversions,Hard,A 67 kg patient with an eGFR of 38 mL/min/1.73m² is prescribed gentamicin at 5 mg/kg once daily. The BNF recommends a maximum single dose of 500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Gentamicin injection is available as 40 mg/mL in 2 mL vials. What volume of gentamicin injection (40 mg/mL) should be drawn up?,5.03 mL,5.53 mL,3.36 mL,1.67 mL,0.5 mL,A,"**Unit Conversion: mL to L**

**Formula:** mL ÷ 1000 = L

**Answer: 0.75 L**",approved
429ace49-d987-4304-bc18-9dbc0b35fefd,Dosage Calculations,Hard,A 82 kg patient in the ICU requires dobutamine at 2.5 micrograms/kg/minute. The infusion is prepared as 250 mg in 250 mL (concentration: 1 mg/mL). The maximum recommended rate is 20 micrograms/kg/minute. Calculate the infusion rate in mL/hour.,49.2 mL/hour,6.15 mL/hour,12.3 mL/hour,4.1 mL/hour,1.23 mL/hour,C,"**Pharmaceutical Calculation**

Apply the appropriate formula for this calculation type.

**Answer: 425 mg**

Always verify calculations for patient safety.",approved
c417fd76-99db-47fe-b9a8-72ee3432ff14,IV Flow Rates & Infusions,Medium,A 80 kg patient requires Noradrenaline at 0.1 mcg/kg/min. The available concentration is 4 mg in 50 mL. Calculate the infusion rate in mL/hr.,6 mL/hr,4.5 mL/hr,3.0 mL/hr,9.0 mL/hr,12 mL/hr,A,Dose = 0.1 mcg/kg/min × 80 kg = 8 mcg/min = 480 mcg/hr. Concentration = 4 mg/50 mL = 80 mcg/mL. Rate = 480 mcg/hr ÷ 80 mcg/mL = 6 mL/hr.,approved
c0c060ae-a49f-45b7-877d-3dd505a5bbfa,IV Flow Rates & Infusions,Hard,A 85 kg patient requires noradrenaline at 5 micrograms/minute. The infusion is prepared as 4 mg in 50 mL of sodium chloride 0.9% (concentration: 0.04 mg/mL). The maximum infusion rate is 60 mL/hour. Calculate the required infusion rate in mL/hour and confirm it is within the maximum.,11.25 mL/hour,7.5 mL/hour,75 mL/hour,5 mL/hour,15 mL/hour,B,"**Infusion Rate Calculation**

**Formula:** Rate = (Dose × Weight × 60) ÷ Concentration

**Answer: 500 mL**",approved
e3948dd6-f9c4-48e0-9397-180213b53311,Concentrations & Dilutions,Hard,"Benzylpenicillin 1.2g iv contains 1200 mg of powder. The displacement value is 0.8 mL. When 10 mL of Water for Injection is added, account for the displacement to determine the total volume and concentration. The reconstituted solution is added to 100 mL of sodium chloride 0.9% and infused over 15 minutes. If the full reconstituted dose is added to 100 mL and infused over 15 minutes, what is the infusion rate?",200 mL/hour,400 mL/hour,40 mL/hour,800 mL/hour,360 mL/hour,B,Using C1V1 = C2V2 dilution formula to calculate the required volume or concentration. 50 mL.,approved
1d1b8b5a-beb1-4acc-ac87-4a7eaaa5c28f,Pharmacokinetics,Hard,A 74 kg patient requires adrenaline at 5 micrograms/minute. The infusion is prepared as 5 mg in 50 mL of sodium chloride 0.9% (concentration: 0.1 mg/mL). The maximum infusion rate is 50 mL/hour. Calculate the required infusion rate in mL/hour and confirm it is within the maximum.,2 mL/hour,9 mL/hour,0.75 mL/hour,0.3 mL/hour,3 mL/hour,E,Half-life (t½) = 0.693 ÷ ke = 0.693 ÷ 0.1 = 6.93 hours.,approved
486fa01d-b42d-4988-804a-0f349c10ed24,Dosage Calculations,Hard,"A 68 kg patient is receiving TPN containing 50% glucose (500 mL) and 15% amino acids (500 mL), infused over 12 hours. The maximum recommended glucose delivery is 5 g/kg/day. Calculate the glucose delivery rate in g/kg/day and determine if it is within limits.",4.05 g/kg/day,3.68 g/kg/day,0.92 g/kg/day,1.23 g/kg/day,0.37 g/kg/day,B,QDS (four times daily) dose = 400 mg × 4 = 1600 mg total daily dose. Maximum recommended daily dose for adults.,approved
76f20bca-6d4e-40a2-93fe-f2b34ad4190c,Pharmacokinetics,Hard,"A 110 kg patient is receiving TPN containing 10% glucose (250 mL) and 15% amino acids (250 mL), infused over 24 hours. The maximum recommended glucose delivery is 5 g/kg/day. Calculate the glucose delivery rate in g/kg/day and determine if it is within limits.",0.23 g/kg/day,0.21 g/kg/day,0.69 g/kg/day,0.06 g/kg/day,0.25 g/kg/day,A,Loading dose = Vd × Target concentration = 50 L × 10 mg/L = 500 mg. This achieves the desired plasma concentration immediately.,approved
aee0be3c-4e65-4414-a166-35f806ce9486,Dosage Calculations,Hard,A patient is started on mirtazapine for depression with insomnia using the following titration schedule: 15 mg at night for 14 days; 30 mg at night for 14 days; 45 mg at night for 28 days. Mirtazapine is available as 15 mg tablets. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,1.25 pack(s) of 28,1.67 pack(s) of 28,5 pack(s) of 28,10 pack(s) of 28,3.33 pack(s) of 28,C,"Complete steroid taper duration: To taper from 40 mg to 0 mg at 5 mg/week: Weeks = Starting dose ÷ Weekly reduction = 40 mg ÷ 5 mg/week = 8 weeks. Tapering to zero is appropriate after short courses. Longer courses may require slower final reductions (e.g., 2.5 mg or 1 mg steps) to prevent adrenal insufficiency.",approved
d0421759-89b1-4c06-bd3b-3a921d0dcc3a,Unit Conversions,Hard,A 58 kg patient with an eGFR of 35 mL/min/1.73m² is prescribed vancomycin at 15 mg/kg every 12 hours. The BNF recommends a maximum single dose of 2000 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 75% of normal dose. Vancomycin injection is available as 50 mg/mL in 10 mL vials. What volume of vancomycin injection (50 mg/mL) should be drawn up?,14.36 mL,26.1 mL,13.05 mL,8.7 mL,19.58 mL,C,"**Molecular Weight Conversion**

**Formulas:**
- mmol × MW = mg
- mg ÷ MW = mmol

**Answer: 1.755 g**",approved
e79883e6-4988-49e3-ad98-3efad0ee4a3e,Pharmacokinetics,Hard,"A 67 kg patient requires a drug with the following parameters: Vd = 0.3 L/kg, target Css = 15 mg/L, half-life = 24 hours, oral bioavailability = 90%. Calculate the oral maintenance dose in mg/day (Maintenance rate = CL × Css).",58 mg/day,232 mg/day,928 mg/day,116 mg/day,23.2 mg/day,B,Half-life from concentration decay: Step 1: Determine fold-decrease: 100 → 12.5 = 8-fold decrease. Step 2: Express as half-lives: 8 = 2³ = 3 half-lives (100→50→25→12.5). Step 3: Calculate t½ = Time ÷ Number of half-lives = 12 hr ÷ 3 = 4 hours. This reverse calculation is useful for pharmacokinetic analysis.,approved
272a1606-d52a-486a-8dd4-04465a0c1be3,Concentrations & Dilutions,Medium,Calculate the osmolarity of 0.9% NaCl solution. (Molecular weight = 58.5),231.0 mOsmol/L,462.0 mOsmol/L,616 mOsmol/L,154.0 mOsmol/L,308 mOsmol/L,E,"**Osmolarity Calculation**

**Formula:** Osmolarity = (g/L ÷ MW) × particles × 1000

**Answer: 308 mOsmol/L**",approved
86925b5a-5d9d-4289-a641-7c6b05b162c0,IV Flow Rates & Infusions,Easy,An infusion of 500 mL is running at 20 drops/min with a giving set that delivers 15 drops/mL. Calculate the infusion time in hours.,9.375 hours,3.125 hours,4.6875 hours,12.5 hours,6.25 hours,E,"**Drop Rate Calculation**

**Formula:** Drops/min = (Volume × Drop factor) ÷ (Time in minutes)

**Answer: 6.25 hours**",approved
5b99f919-dbf9-4f2a-8555-0c9cc8b07e18,Pharmacokinetics,Medium,A drug with a clearance of 5 L/hr is given as 200 mg IV every 8 hours. Calculate the average steady-state concentration.,7.5 mg/L,3.75 mg/L,2.5 mg/L,10 mg/L,5 mg/L,E,"**Clearance Calculation**

**Formula:** Cl = Dose ÷ AUC, or Cl = 0.693 × Vd ÷ t½

**Answer: 5 mg/L**",approved
3811108d-3926-4832-a6ca-6724dc5dd518,Dosage Calculations,Hard,A 80 kg palliative care patient is currently taking oxycodone 5 mg orally 6 times daily. The patient can no longer swallow and needs to be converted to IV morphine. The morphine will be given via a 24-hour syringe driver. Calculate the total 24-hour dose of IV morphine.,4.99 mg/24 hours,10 mg/24 hours,14.99 mg/24 hours,44.97 mg/24 hours,16.49 mg/24 hours,C,"Maximum daily dose calculation: q4h (every 4 hours) PRN means up to 6 doses possible in 24 hours if taken at maximum frequency. Max daily = Dose × Doses per day = 10 mg × 6 = 60 mg. PRN (pro re nata = as needed) allows flexibility, but tracking total daily opioid intake is essential for safety and monitoring.",approved
31a72740-f852-4cf6-85ed-b6be4c78c8c0,Dosage Calculations,Hard,A 105 kg adult patient requires IV maintenance fluids at 30 mL/kg/day. The fluid prescribed is NaCl 0.18%/Glucose 4% with 20 mmol/L KCl added. NaCl 0.18%/Glucose 4% contains 31 mmol/L sodium. Calculate the infusion rate in mL/hour.,524.8 mL/hour,43.69 mL/hour,1312 mL/hour,13.12 mL/hour,131.2 mL/hour,E,Daily dose from frequency: BD (bis die = twice daily) means 2 doses per day. Daily total = Single dose × Frequency = 20 mg × 2 = 40 mg/day. Omeprazole 20 mg BD is commonly used for H. pylori eradication or severe GORD. Standard maintenance is usually 20 mg OD.,approved
17da487d-af40-4cc9-8347-eb794cfeb5ab,Concentrations & Dilutions,Hard,A patient is started on venlafaxine MR for depression (switching) using the following titration schedule: 75 mg daily for 14 days; 150 mg daily for 14 days; 225 mg daily for 28 days. Venlafaxine is available as 75 mg tablets. Tablets come in packs of 30. How many packs should be dispensed for the primary drug?,5.5 pack(s) of 30,1.25 pack(s) of 30,5 pack(s) of 30,3.33 pack(s) of 30,15 pack(s) of 30,C,"Percentage solution definition: % w/v means grams per 100 mL. Therefore, 5% glucose = 5 g per 100 mL. This is equivalent to 50 g/L or 50 mg/mL. 5% glucose (dextrose) provides approximately 200 kcal/L and is used for hydration and as a vehicle for IV drug administration.",approved
e77f1b1a-0e16-41c0-afec-938a349aab39,Dosage Calculations,Hard,A patient is started on donepezil for Alzheimer's disease using the following titration schedule: 5 mg once daily for 28 days; 10 mg once daily for 56 days. Donepezil is available as 5 mg tablets. Calculate the total milligrams of donepezil over the entire course.,630 mg,2800 mg,700 mg,70 mg,7000 mg,C,Tablets/doses per day = 1. Duration = 30 days. Total = 1 × 30 = 30.,approved
5a00955b-5954-4f5e-bc8b-84a95caf5974,IV Flow Rates & Infusions,Hard,A 58 kg patient with an eGFR of 40 mL/min/1.73m² is prescribed aciclovir at 10 mg/kg every 8 hours. The BNF recommends a maximum single dose of 800 mg and the following renal dose adjustments: eGFR 25-50 mL/min/1.73m²: reduce to 50% of normal dose. Aciclovir injection is available as 25 mg/mL in 20 mL vials. What volume of aciclovir injection (25 mg/mL) should be drawn up?,17.4 mL,116 mL,3.86 mL,11.6 mL,12.76 mL,D,Weight-based infusion rate: Step 1: Calculate dose = 5 mcg/kg/min × 70 kg = 350 mcg/min. Step 2: Convert to hourly = 350 × 60 = 21000 mcg/hr. Step 3: Calculate rate = Dose ÷ Concentration = 21000 mcg/hr ÷ 800 mcg/mL = 26.25 mL/hr. Dopamine at 2-5 mcg/kg/min stimulates renal dopaminergic receptors; higher doses have inotropic effects.,approved
73b58a47-98d1-4d8c-a0ac-0dd777646143,Concentrations & Dilutions,Hard,A 55 kg patient requires a phenytoin loading dose of 18 mg/kg (max 2000 mg). Phenytoin injection is 50 mg/mL. The loading dose is diluted to 250 mL with NaCl 0.9%. Maximum infusion rate is 50 mg/minute. Calculate the infusion rate in mL/hour.,1226.4 mL/hour,1635.2 mL/hour,204.4 mL/hour,81.76 mL/hour,817.6 mL/hour,E,2.0 g × 1000 = 2000 mg. (1 g = 1000 mg),approved
eba1d122-829a-4822-bb85-f2165a5a138b,Pharmacokinetics,Easy,"t½=6hr, 5 half-lives to steady state. Calculate the time in hours.",45.0 hours,22.5 hours,15.0 hours,30 hours,60 hours,D,"**Half-life/Elimination Calculation**

**Key concepts:**
- t½ = 0.693 × Vd ÷ Clearance
- After n half-lives: Fraction remaining = (0.5)ⁿ

**Answer: 30 hours**",approved
27e725fe-f520-4ed1-96f7-e69e8449855b,Dosage Calculations,Hard,A 68 kg patient with an eGFR of 50 mL/min/1.73m² is prescribed gentamicin at 5 mg/kg once daily. The BNF recommends a maximum single dose of 500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Gentamicin injection is available as 40 mg/mL in 2 mL vials. What is the correct gentamicin dose for this patient?,183.6 mg,51 mg,204 mg,408 mg,102 mg,C,"Paediatric weight-based dosing: Daily dose = Weight × Dose per kg = 20 kg × 25 mg/kg/day = 500 mg/day. This may be divided into 2-3 doses (e.g., 250 mg BD or 167 mg TDS). Amoxicillin 25 mg/kg/day is standard for mild infections; higher doses (80-90 mg/kg/day) are used for resistant organisms or serious infections.",approved
46b92ce9-eb06-4ea4-a221-8f15eda6b8ae,Dosage Calculations,Hard,A patient is started on quetiapine for bipolar depression using the following titration schedule: 50 mg at night for 3 days; 100 mg at night for 4 days; 200 mg at night for 7 days; 300 mg at night for 42 days. Quetiapine is available as 25 mg tablets. Calculate the total milligrams of quetiapine over the entire course.,14550 mg,58200 mg,4845.1 mg,43650 mg,145500 mg,A,Course quantity calculation: OD (once daily) for 28 days. Capsules needed = 1 capsule/day × 28 days = 28 capsules. This is a standard 4-week course of PPI therapy. PPIs are typically reviewed after 4-8 weeks; long-term use requires periodic reassessment due to risks of hypomagnesaemia and bone fractures.,approved
02063f97-580b-42c6-a363-9a8a1726297b,Dosage Calculations,Hard,A 80 kg patient with an eGFR of 55 mL/min/1.73m² is prescribed vancomycin at 15 mg/kg every 12 hours. The BNF recommends a maximum single dose of 2000 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 75% of normal dose. Vancomycin injection is available as 50 mg/mL in 10 mL vials. What volume of vancomycin injection (50 mg/mL) should be drawn up?,18 mL,5.99 mL,12.01 mL,54 mL,72 mL,A,"**Pharmaceutical Calculation**

Using the standard calculation method for this type of problem:

**Answer: 180 mg**

**Method:** Apply the appropriate formula based on the given values, ensuring correct unit conversions throughout the calculation.

**Clinical note:** Always double-check calculations, especially for high-risk medications.",approved
35f69bf1-0bf3-444d-9b7a-02bf2c7d0c46,Unit Conversions,Hard,A 65 kg patient with an eGFR of 45 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. What is the correct amikacin dose for this patient?,1755 mg,585 mg,194.8 mg,58.5 mg,877.5 mg,B,"**Unit Conversion: L to mL**

**Formula:** L × 1000 = mL

**Answer: 1500 mL**",approved
a6fc68e4-4747-4cd8-922a-27ab138857f3,Dosage Calculations,Easy,A patient takes paracetamol 1 g four times daily. Calculate the total daily dose in grams.,8 g,6.0 g,2.0 g,4 g,3.0 g,D,"**Total Dose Calculation**

**Formula:** Total = Single dose × Frequency × Duration

**Answer: 4 g**",approved
7cec2fb0-0b8d-4e82-9bb2-a6d7c445c376,IV Flow Rates & Infusions,Easy,An infusion of 250 mL needs to be administered over 2 hours. Calculate the infusion rate in mL/hr.,187.5 mL/hr,250 mL/hr,93.75 mL/hr,62.5 mL/hr,125 mL/hr,E,Basic infusion rate: Rate = Volume ÷ Time = 250 mL ÷ 2 hours = 125 mL/hour. This is a common rate for intermittent IV medications like antibiotics. For drops/min with a 20 drops/mL giving set: 125 mL/hr × 20 ÷ 60 = 42 drops/min approximately.,approved
6fe638aa-bc52-4f89-9e71-5b0a1ded510d,IV Flow Rates & Infusions,Hard,A 105 kg patient in the ICU requires dopamine at 2 micrograms/kg/minute. The infusion is prepared as 400 mg in 250 mL (concentration: 1.6 mg/mL). The maximum recommended rate is 20 micrograms/kg/minute. Calculate the infusion rate in mL/hour.,7.87 mL/hour,15.74 mL/hour,5.25 mL/hour,7.08 mL/hour,3.94 mL/hour,A,"**Infusion Rate Calculation**

**Formula:** Rate = (Dose × Weight × 60) ÷ Concentration

**Answer: 20 mL/hr**",approved
