ID,Difficulty,Question,Option A,Option B,Option C,Option D,Option E,Correct Answer,Explanation,Status
ea01b4c1-8ee1-404f-8cfc-fa25e21a015d,Medium,"A patient on phenytoin 300 mg/day has a level of 8 mg/L. Using linear estimation, what dose is needed to achieve 15 mg/L?",700 mg/day,420 mg/day,560 mg/day,840 mg/day,280 mg/day,C,Linear estimation (first approximation): New dose = Current dose × (Target level / Current level) = 300 × (15 / 8) = 562 mg/day (round to 560.0 mg/day).,approved
319a9786-0eee-4a92-a704-74502f1c792a,Easy,Calculate the methotrexate dose for a patient with BSA of 1.8 m². The prescribed dose is 15 mg/m².,13 mg,27 mg,40 mg,20 mg,33 mg,B,"BSA-based chemotherapy dosing: Dose = BSA × Dose per m². Calculation: 1.8 m² × 15 mg/m² = 27 mg. Methotrexate dosing varies widely by indication: 7.5-25 mg weekly for rheumatoid arthritis, but hundreds of mg/m² for cancer. Always verify the indication and protocol when calculating chemotherapy doses.",approved
8e15eb13-c964-4812-b5f5-f7c603dc2117,Hard,A 72 kg patient with an eGFR of 32 mL/min/1.73m² is prescribed vancomycin at 15 mg/kg every 12 hours. The BNF recommends a maximum single dose of 2000 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 75% of normal dose. Vancomycin injection is available as 50 mg/mL in 10 mL vials. What is the correct vancomycin dose for this patient?,1620 mg,810 mg,729 mg,405 mg,3240 mg,B,Loading dose = weight × dose per kg = 80 kg × 5 mg/kg = 400 mg.,approved
868fc0cd-5b17-488a-909e-fef3e1db6ac8,Hard,A patient is started on prednisolone for acute asthma exacerbation using the following titration schedule: 40 mg daily for 5 days; 30 mg daily for 3 days; 20 mg daily for 3 days; 10 mg daily for 3 days; 5 mg daily for 3 days. Prednisolone is available as 5 mg tablets. Calculate the total milligrams of prednisolone over the entire course.,98.75 mg,1580 mg,197.5 mg,395 mg,790 mg,D,"Step 1: Calculate the total mg for each phase
• Phase 1: 40 mg/day × 5 days = 200 mg
• Phase 2: 30 mg/day × 3 days = 90 mg
• Phase 3: 20 mg/day × 3 days = 60 mg
• Phase 4: 10 mg/day × 3 days = 30 mg
• Phase 5: 5 mg/day × 3 days = 15 mg

Step 2: Calculate the total
• Total = 200 + 90 + 60 + 30 + 15 = 395 mg

Answer: 395 mg

Why other answers are wrong:
• 98.75 mg — Quarter of the correct answer
• 1580 mg — Quadruple the correct answer
• 197.5 mg — Half the correct answer
• 790 mg — Double the correct answer",approved
87d36e1f-72b0-4efa-8aad-6b790304bcf0,Hard,A 65 kg patient in the ICU requires dobutamine at 2.5 micrograms/kg/minute. The infusion is prepared as 250 mg in 250 mL (concentration: 1 mg/mL). The maximum recommended rate is 20 micrograms/kg/minute. Calculate the infusion rate in mL/hour.,9.75 mL/hour,14.62 mL/hour,3.25 mL/hour,2.44 mL/hour,39 mL/hour,A,"Step 1: Calculate the dose per minute
• Dose = Weight × Dose rate = 65 kg × 2.5 mcg/kg/min = 162.5 mcg/min

Step 2: Convert to mg per hour
• 162.5 mcg/min × 60 = 9750 mcg/hour = 9.75 mg/hour

Step 3: Calculate the infusion rate
• Concentration = 1 mg/mL (250 mg in 250 mL)
• Rate = 9.75 mg/hr ÷ 1 mg/mL = 9.75 mL/hour

Step 4: Confirm within maximum
• Maximum at 20 mcg/kg/min = 65 × 20 × 60 ÷ 1000 = 78 mL/hr
• 9.75 mL/hour is within maximum

Answer: 9.75 mL/hour

Why other answers are wrong:
• 14.62 mL/hour — May have used 3.75 mcg/kg/min
• 3.25 mL/hour — May have omitted the ×60 conversion
• 2.44 mL/hour — Calculation error
• 39 mL/hour — Would require 10 mcg/kg/min",approved
ef037ec6-dab1-4860-bc9f-b54d3a5101a0,Hard,A patient is started on bisoprolol for heart failure (up-titration) using the following titration schedule: 1.25 mg daily for 14 days; 2.5 mg daily for 14 days; 3.75 mg daily for 14 days; 5 mg daily for 14 days; 7.5 mg daily for 14 days; 10 mg daily for 28 days. Bisoprolol is available as 1.25 mg tablets. Calculate the total milligrams of bisoprolol over the entire course.,504 mg,560 mg,373.5 mg,186.5 mg,840 mg,B,"Step 1: Calculate the total mg for each phase
• Phase 1: 1.25 mg/day × 14 days = 17.5 mg
• Phase 2: 2.5 mg/day × 14 days = 35 mg
• Phase 3: 3.75 mg/day × 14 days = 52.5 mg
• Phase 4: 5 mg/day × 14 days = 70 mg
• Phase 5: 7.5 mg/day × 14 days = 105 mg
• Phase 6: 10 mg/day × 28 days = 280 mg

Step 2: Calculate the total
• Total = 17.5 + 35 + 52.5 + 70 + 105 + 280 = 560 mg

Answer: 560 mg

Why other answers are wrong:
• 504 mg — Calculation error
• 373.5 mg — May have used shorter durations
• 186.5 mg — Approximately one-third of the total
• 840 mg — 1.5× the correct answer",approved
8f819da8-0b80-4922-b309-59acf699c5d2,Medium,A patient with CrCl 25 mL/min requires aciclovir for shingles. Normal dose is 800 mg 5 times daily. What adjustment is needed?,800 mg 5 times daily (no change),800 mg 4 times daily,800 mg 3 times daily,400 mg 5 times daily,200 mg 5 times daily,C,"For CrCl 10-25 mL/min, aciclovir dose for shingles should be reduced to 800 mg three times daily.",approved
6d170ea3-f9b4-4611-baef-58bf049e4313,Hard,"A 62 kg patient with an eGFR of 48 mL/min/1.73m² is prescribed fluconazole at 6 mg/kg once daily. The BNF recommends a maximum single dose of 400 mg and the following renal dose adjustments: eGFR 30-50 mL/min/1.73m²: reduce to 50% of normal dose. Fluconazole injection is available as 2 mg/mL in 100 mL vials. The dose is diluted to 250 mL and infused over 90 minutes. If the adjusted dose is diluted to 250 mL and infused over 90 minutes, what is the infusion rate in mL/hour?",150.0 mL/hour,41.67 mL/hour,111.2 mL/hour,166.7 mL/hour,183.4 mL/hour,D,Dose = weight × dose per kg = 75 × 0.1 = 7.5 mg.,approved
489312df-b173-4d3d-b962-6cf8973c7257,Hard,A patient is started on ramipril for heart failure (up-titration) using the following titration schedule: 1.25 mg daily for 7 days; 2.5 mg daily for 7 days; 5 mg daily for 7 days; 10 mg daily for 28 days. Ramipril is available as 1.25 mg tablets. Calculate the total number of 1.25 mg tablets needed for the primary drug.,27.3 tablets,136.5 tablets,546 tablets,273 tablets,90.91 tablets,D,"Step 1: Calculate the total number of 1.25 mg tablets for each phase
• Phase 1: 1.25 mg daily × 7 days → 1 tablet/day × 7 = 7 tablets
• Phase 2: 2.5 mg daily × 7 days → 2 tablets/day × 7 = 14 tablets
• Phase 3: 5 mg daily × 7 days → 4 tablets/day × 7 = 28 tablets
• Phase 4: 10 mg daily × 28 days → 8 tablets/day × 28 = 224 tablets

Step 2: Calculate the total tablets
• Total = 7 + 14 + 28 + 224 = 273 tablets

Answer: 273 tablets

Why other answers are wrong:
• 27.3 tablets — Decimal error (÷ 10)
• 136.5 tablets — Half the correct answer
• 546 tablets — Double the correct answer
• 90.91 tablets — Calculation error",approved
82264f90-d918-4991-b40c-0bfb896eee97,Easy,A TPN bag contains 10 mL of 10% calcium gluconate (0.45 mmol Ca/mL). How much calcium does this provide?,9.0 mmol,2.2 mmol,5.9 mmol,3.1 mmol,4.5 mmol,B,"TPN calcium content: Using the provided concentration: Calcium = Volume × Concentration = 10 mL × 0.45 mmol/mL = 4.5 mmol. Note: The 10% refers to calcium gluconate concentration, but calcium content is given as 0.45 mmol/mL because only part of the molecule is elemental calcium. Always use mmol/mL for calculations.",approved
803c45c4-5629-4454-84c2-b2f23f7922da,Hard,"A 65 kg patient with an eGFR of 15 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 15-29 mL/min/1.73m²: reduce to 40% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. The dose is diluted to 250 mL and infused over 90 minutes. If the adjusted dose is diluted to 250 mL and infused over 90 minutes, what is the infusion rate in mL/hour?",183.4 mL/hour,1667 mL/hour,41.67 mL/hour,150.0 mL/hour,166.7 mL/hour,E,Daily dose = 25 × 20 = 500 mg. Per dose = 500 ÷ 3 = 166.7 mg. Volume = (166.7 ÷ 125) × 5 = 6.7 mL.,approved
d8b56cad-09ff-44ee-bf0f-f9b3b051b53b,Hard,"A 85 kg patient with an eGFR of 38 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. The dose is diluted to 500 mL and infused over 60 minutes. If the adjusted dose is diluted to 500 mL and infused over 60 minutes, what is the infusion rate in mL/hour?",250 mL/hour,500 mL/hour,50 mL/hour,125 mL/hour,166.5 mL/hour,B,"Step 1: Calculate the normal dose
• Normal dose = 85 kg × 15 mg/kg = 1275 mg

Step 2: Check against the maximum single dose
• 1275 mg is below 1500 mg maximum, so no cap

Step 3: Apply renal dose adjustment
• eGFR 38 falls in 30–60 range: reduce to 60%
• Adjusted dose = 1275 mg × 0.60 = 765 mg

Step 4: Calculate the infusion rate
• Diluted to 500 mL, infused over 60 minutes (1 hour)
• Rate = 500 mL ÷ 1 hour = 500 mL/hour

Answer: 500 mL/hour

Why other answers are wrong:
• 250 mL/hour — Would imply a 2-hour infusion
• 50 mL/hour — Would imply a 10-hour infusion
• 125 mL/hour — Would imply a 4-hour infusion
• 166.5 mL/hour — Would imply a 3-hour infusion",approved
25f5dd1a-0664-4049-9556-4a858cd49eed,Hard,"A 105 kg patient with an eGFR of 18 mL/min/1.73m² is prescribed vancomycin at 15 mg/kg every 12 hours. The BNF recommends a maximum single dose of 2000 mg and the following renal dose adjustments: eGFR 15-29 mL/min/1.73m²: reduce to 50% of normal dose. Vancomycin injection is available as 50 mg/mL in 10 mL vials. The dose is diluted to 250 mL and infused over 120 minutes. If the adjusted dose is diluted to 250 mL and infused over 120 minutes, what is the infusion rate in mL/hour?",62.5 mL/hour,500 mL/hour,83.38 mL/hour,125 mL/hour,112.5 mL/hour,D,"For INR 4.5-5.0 without bleeding, omit 1-2 doses and reduce the maintenance dose. Vitamin K is reserved for higher INRs (>8) or bleeding.",approved
751d74c7-e4ec-4a2c-91d4-3a6fae7edcf6,Hard,A 95 kg patient with an eGFR of 40 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. What volume of amikacin injection (50 mg/mL) should be drawn up?,1.71 mL,51.3 mL,18.81 mL,34.2 mL,17.1 mL,E,Immunosuppressant weight-based dosing: Single dose = Weight × Dose per kg = 65 kg × 3 mg/kg = 195 mg per dose. Daily total = 195 mg × 2 = 390 mg/day. Ciclosporin requires therapeutic drug monitoring due to narrow therapeutic index and significant inter-patient variability. Trough levels guide dose adjustments.,approved
b55ad0d1-83b9-45ea-abbb-22182f2a5a39,Hard,A 70 kg patient requires 10 mL of 0.25% lidocaine (without adrenaline) for local anaesthesia. The stock solution is lidocaine 2% (20 mg/mL). The BNF maximum dose of lidocaine without adrenaline is 3 mg/kg. What is the maximum safe dose for this patient in mg?,210 mg,840 mg,52.5 mg,315 mg,420 mg,A,"Step 1: Calculate the maximum safe dose
• Maximum dose = Weight × Maximum dose per kg
• 70 kg × 3 mg/kg = 210 mg

Step 2: For reference, check the dose in the prepared solution
• 0.25% lidocaine = 2.5 mg/mL
• Dose in 10 mL = 10 × 2.5 = 25 mg (well within 210 mg max)

Answer: The maximum safe dose is 210 mg

Why other answers are wrong:
• 840 mg — May have used 12 mg/kg
• 52.5 mg — May have used 0.75 mg/kg
• 315 mg — May have used 4.5 mg/kg
• 420 mg — May have used 6 mg/kg",approved
a9cec059-a339-4721-83c8-99dd2edb70a2,Hard,A patient is started on venlafaxine MR for depression (switching) using the following titration schedule: 75 mg daily for 14 days; 150 mg daily for 14 days; 225 mg daily for 28 days. Venlafaxine is available as 75 mg tablets. Tablets come in packs of 30. How many packs should be dispensed for the primary drug?,7.5 pack(s) of 30,5 pack(s) of 30,20 pack(s) of 30,3.33 pack(s) of 30,0.5 pack(s) of 30,B,Tablets per dose = 250 ÷ 250 = 1. Total = 1 × 4 × 5 = 20 tablets.,approved
c86b7fe1-c864-4d8d-ae68-51966d464d2b,Hard,"A 82 kg patient with an eGFR of 10 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 0-14 mL/min/1.73m²: reduce to 25% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. The dose is diluted to 100 mL and infused over 90 minutes. If the adjusted dose is diluted to 100 mL and infused over 90 minutes, what is the infusion rate in mL/hour?",6.67 mL/hour,266.8 mL/hour,60.03 mL/hour,66.7 mL/hour,200.1 mL/hour,D,"Step 1: Calculate the normal dose
• Normal dose = 82 kg × 15 mg/kg = 1230 mg

Step 2: Check against the maximum single dose
• 1230 mg is below 1500 mg maximum, so no cap

Step 3: Apply renal dose adjustment
• eGFR 10 falls in 0–14 range: reduce to 25%
• Adjusted dose = 1230 mg × 0.25 = 307.5 mg

Step 4: Calculate the infusion rate
• Diluted to 100 mL, infused over 90 minutes (1.5 hours)
• Rate = 100 mL ÷ 1.5 hours = 66.7 mL/hour

Answer: 66.7 mL/hour

Why other answers are wrong:
• 6.67 mL/hour — Decimal error (÷ 10)
• 266.8 mL/hour — Calculation error
• 60.03 mL/hour — Calculation error
• 200.1 mL/hour — Would imply a 30-minute infusion",approved
0210ccfa-5d2c-4025-b4d4-4f6882fb8751,Hard,"A 65 kg patient with an eGFR of 28 mL/min/1.73m² is prescribed gentamicin at 5 mg/kg once daily. The BNF recommends a maximum single dose of 500 mg and the following renal dose adjustments: eGFR 15-29 mL/min/1.73m²: reduce to 40% of normal dose. Gentamicin injection is available as 40 mg/mL in 2 mL vials. The dose is diluted to 250 mL and infused over 60 minutes. If the adjusted dose is diluted to 250 mL and infused over 60 minutes, what is the infusion rate in mL/hour?",62.5 mL/hour,225 mL/hour,83.25 mL/hour,250 mL/hour,166.8 mL/hour,D,"Step 1: Calculate the normal dose
• Normal dose = 65 kg × 5 mg/kg = 325 mg

Step 2: Check against the maximum single dose
• 325 mg is below 500 mg maximum, so no cap

Step 3: Apply renal dose adjustment
• eGFR 28 falls in 15–29 range: reduce to 40%
• Adjusted dose = 325 mg × 0.40 = 130 mg

Step 4: Calculate the infusion rate
• Diluted to 250 mL, infused over 60 minutes (1 hour)
• Rate = 250 mL ÷ 1 hour = 250 mL/hour

Answer: 250 mL/hour

Why other answers are wrong:
• 62.5 mL/hour — Would imply a 4-hour infusion
• 225 mL/hour — Calculation error
• 83.25 mL/hour — Would imply a 3-hour infusion
• 166.8 mL/hour — Would imply a 90-minute infusion",approved
7afa5c8f-d276-4504-832b-1d738642453d,Hard,"A 105 kg patient requires a drug with the following parameters: Vd = 0.5 L/kg, target Css = 20 mg/L, half-life = 12 hours, oral bioavailability = 80%. Calculate the oral loading dose.",656.2 mg,5250 mg,875.4 mg,328.1 mg,1312.5 mg,E,"Step 1: Calculate the volume of distribution
• Vd = 0.5 L/kg × 105 kg = 52.5 L

Step 2: Calculate the IV loading dose
• IV Loading dose = Vd × Target Css
• IV LD = 52.5 L × 20 mg/L = 1050 mg

Step 3: Adjust for oral bioavailability
• Oral bioavailability = 80% = 0.8
• Oral loading dose = IV LD ÷ Bioavailability
• Oral LD = 1050 mg ÷ 0.8 = 1312.5 mg

Answer: 1312.5 mg

Why other answers are wrong:
• 656.2 mg — Half the correct answer
• 5250 mg — May have used Vd × Css × 4
• 875.4 mg — May have used a different bioavailability
• 328.1 mg — Quarter of the correct answer

Key concept: Oral LD = (Vd × Css) / F. The dose must be increased to compensate for incomplete absorption.",approved
48cbf25f-1f85-422a-bd86-4ea4481e5a1f,Hard,A 74 kg patient requires 10 mL of 0.5% lidocaine (without adrenaline) for local anaesthesia. The stock solution is lidocaine 1% (10 mg/mL). The BNF maximum dose of lidocaine without adrenaline is 3 mg/kg. How many mL of stock solution are needed to prepare this?,50 mL,2.5 mL,0.5 mL,5.5 mL,5 mL,E,Daily doses = 2 × 2 = 4. Days = 200 ÷ 4 = 50 days.,approved
6630e4cb-e950-4bf9-adb1-beea2d2c086e,Hard,A 70 kg patient with an eGFR of 35 mL/min/1.73m² is prescribed aciclovir at 10 mg/kg every 8 hours. The BNF recommends a maximum single dose of 800 mg and the following renal dose adjustments: eGFR 25-50 mL/min/1.73m²: reduce to 50% of normal dose. Aciclovir injection is available as 25 mg/mL in 20 mL vials. What volume of aciclovir injection (25 mg/mL) should be drawn up?,12.6 mL,14 mL,4.66 mL,42 mL,15.4 mL,B,"Step 1: Calculate the normal dose
• Normal dose = 70 kg × 10 mg/kg = 700 mg

Step 2: Check against the maximum
• 700 mg is below 800 mg max, so no cap

Step 3: Apply renal dose adjustment
• eGFR 35 falls in 25–50 range: reduce to 50%
• Adjusted dose = 700 mg × 0.50 = 350 mg

Step 4: Calculate volume
• Concentration = 25 mg/mL
• Volume = 350 mg ÷ 25 mg/mL = 14 mL

Answer: 14 mL

Why other answers are wrong:
• 12.6 mL — Calculation error
• 4.66 mL — Significant underdose
• 42 mL — No renal adjustment (700 ÷ 25 = 28, not this either)
• 15.4 mL — Calculation error",approved
ccc5cafa-402c-4647-a593-2396c1264ebc,Hard,"Gabapentin is started at 300 mg once daily, increasing by 300 mg every 3 days to 900 mg TDS. How many days to reach maintenance?",6 days,9 days,12 days,15 days,24 days,B,Starting at 300 mg OD → 300 BD → 300 TDS → 600 TDS → 900 TDS. Each step takes 3 days. Steps: 300→600→900→1200→1500→1800→2100→2700 (8 steps × 3 days = 24 days).,approved
6a998e4d-3e9e-4824-9d89-7542c7d7869b,Easy,Calculate the cisplatin dose for a patient with BSA 1.65 m². The protocol is 75 mg/m².,123.8 mg,185.7 mg,154.8 mg,92.8 mg,61.9 mg,A,"BSA-based chemotherapy dosing: Dose = BSA × Protocol dose per m². Calculation: 1.65 m² × 75 mg/m² = 123.75 mg ≈ 123.8 mg. Cisplatin is highly emetogenic and nephrotoxic; pre-hydration and antiemetics are essential. Doses may be rounded to facilitate preparation, but significant deviations require oncologist approval.",approved
0faaaf4f-7104-4f68-9f92-93ec3762aaf1,Easy,Co-amoxiclav is prescribed as 625 mg three times daily. How many hours between doses?,4 hours,6 hours,8 hours,12 hours,24 hours,C,Three times daily (TDS) means 3 doses in 24 hours. 24 ÷ 3 = 8 hours between doses.,approved
d46f7134-1a24-4848-8f05-dfe881d255fa,Hard,A 62 kg patient with an eGFR of 15 mL/min/1.73m² is prescribed fluconazole at 6 mg/kg once daily. The BNF recommends a maximum single dose of 400 mg and the following renal dose adjustments: eGFR 0-29 mL/min/1.73m²: reduce to 50% of normal dose. Fluconazole injection is available as 2 mg/mL in 100 mL vials. What is the correct fluconazole dose for this patient?,186 mg,558 mg,204.6 mg,372 mg,46.5 mg,A,"Step 1: Calculate the normal dose
• Normal dose = 62 kg × 6 mg/kg = 372 mg

Step 2: Check against maximum
• 372 mg is below 400 mg max, so no cap

Step 3: Apply renal dose adjustment
• eGFR 15 falls in 0–29 range: reduce to 50%
• Adjusted dose = 372 mg × 0.50 = 186 mg

Answer: 186 mg

Why other answers are wrong:
• 558 mg — Triple the correct answer
• 204.6 mg — Calculation error
• 372 mg — No renal adjustment applied
• 46.5 mg — Quarter of the correct answer",approved
9baed107-cfe1-45bb-99d9-89c6b2f5d61d,Medium,A patient takes 120 mg oral morphine daily. What fentanyl patch strength is approximately equivalent?,12 mcg/hour,25 mcg/hour,37 mcg/hour,50 mcg/hour,75 mcg/hour,D,Oral morphine 120 mg/day ≈ fentanyl 50 mcg/hour patch. The conversion ratio is approximately: 90-134 mg oral morphine = 50 mcg/h fentanyl.,approved
4613341b-9890-4952-b37c-800c20abb2e1,Hard,A patient is started on lamotrigine for epilepsy (monotherapy titration) using the following titration schedule: 25 mg daily for 14 days; 50 mg daily for 14 days; 100 mg daily for 14 days; 200 mg daily for 28 days. Lamotrigine is available as 25 mg tablets. Calculate the total number of 25 mg tablets needed for the primary drug.,322 tablets,354.2 tablets,214.8 tablets,289.8 tablets,1288 tablets,A,"Step 1: Calculate the total number of 25 mg tablets for each phase
• Phase 1: 25 mg daily × 14 days → 1 tablet/day × 14 = 14 tablets
• Phase 2: 50 mg daily × 14 days → 2 tablets/day × 14 = 28 tablets
• Phase 3: 100 mg daily × 14 days → 4 tablets/day × 14 = 56 tablets
• Phase 4: 200 mg daily × 28 days → 8 tablets/day × 28 = 224 tablets

Step 2: Calculate the total tablets
• Total = 14 + 28 + 56 + 224 = 322 tablets

Answer: 322 tablets

Why other answers are wrong:
• 354.2 tablets — Calculation error
• 214.8 tablets — May have used shorter durations
• 289.8 tablets — May have used 7 tablets/day in phase 4
• 1288 tablets — Quadruple the correct answer",approved
ca1fa07e-4995-478a-ae82-61db3beada55,Hard,"A 62 kg patient with an eGFR of 42 mL/min/1.73m² is prescribed gentamicin at 5 mg/kg once daily. The BNF recommends a maximum single dose of 500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Gentamicin injection is available as 40 mg/mL in 2 mL vials. The dose is diluted to 500 mL and infused over 60 minutes. If the adjusted dose is diluted to 500 mL and infused over 60 minutes, what is the infusion rate in mL/hour?",450 mL/hour,750 mL/hour,125 mL/hour,500 mL/hour,250 mL/hour,D,"Step 1: Calculate the normal dose
• Normal dose = 62 kg × 5 mg/kg = 310 mg

Step 2: Check against the maximum single dose
• 310 mg is below 500 mg maximum, so no cap

Step 3: Apply renal dose adjustment
• eGFR 42 falls in 30–60 range: reduce to 60%
• Adjusted dose = 310 mg × 0.60 = 186 mg

Step 4: Calculate the infusion rate
• Diluted to 500 mL, infused over 60 minutes (1 hour)
• Rate = 500 mL ÷ 1 hour = 500 mL/hour

Answer: 500 mL/hour

Why other answers are wrong:
• 450 mL/hour — Calculation error
• 750 mL/hour — Calculation error
• 125 mL/hour — Would imply a 4-hour infusion
• 250 mL/hour — Would imply a 2-hour infusion",approved
03bbdb44-5673-4638-a77e-3b2484cba59a,Hard,"A 100 kg patient requires a drug with the following parameters: Vd = 1.0 L/kg, target Css = 15 mg/L, half-life = 24 hours, oral bioavailability = 70%. Calculate the clearance using CL = 0.693 × Vd / t½.",1.45 L/hour,2.89 L/hour,0.96 L/hour,8.67 L/hour,1.93 L/hour,B,"Step 1: Calculate the volume of distribution
• Vd = Vd per kg × Weight = 1.0 L/kg × 100 kg = 100 L

Step 2: Calculate the clearance
• CL = 0.693 × Vd ÷ t½
• CL = 0.693 × 100 L ÷ 24 hours
• CL = 69.3 ÷ 24 = 2.8875 ≈ 2.89 L/hour

Answer: 2.89 L/hour

Why other answers are wrong:
• 1.45 L/hour — Half the correct answer
• 0.96 L/hour — May have used Vd of 0.33 L/kg
• 8.67 L/hour — Triple the correct answer
• 1.93 L/hour — Calculation error",approved
e82d3805-78e2-4e50-96d8-e29d335dab9f,Hard,"A patient (weight 58 kg, height 170 cm, BSA 1.41 m²) is prescribed methotrexate (high-dose) at 3000 mg/m² as part of a chemotherapy regimen. The BNF maximum single dose is 8000 mg. The calculated dose is to be diluted in 500 mL of appropriate diluent and infused over 24 hour(s). Methotrexate (high-dose) is available as 5000 mg vials. How many 5000 mg vials are needed?",0.25 vial(s),1.5 vial(s),0.5 vial(s),0.1 vial(s),1 vial(s),E,Level of 0.4 mmol/L is below therapeutic range (0.6-0.8). A dose increase of ~50% from 800 mg to 1200 mg daily (600 mg BD) would be appropriate.,approved
765773c2-3c8b-4f81-8153-a42239b2bcbc,Hard,A 65 kg palliative care patient is currently taking codeine 60 mg orally 6 times daily. The patient can no longer swallow and needs to be converted to SC morphine. The morphine will be given via a 24-hour syringe driver. Calculate the total 24-hour dose of SC morphine.,27 mg/24 hours,180 mg/24 hours,18 mg/24 hours,72 mg/24 hours,1.8 mg/24 hours,C,"Step 1: Calculate total daily oral codeine
• Codeine 60 mg × 6 doses/day = 360 mg oral codeine per day

Step 2: Convert oral codeine to oral morphine equivalent
• Oral codeine to oral morphine ratio = 10:1
• Oral morphine equivalent = 360 mg ÷ 10 = 36 mg oral morphine per day

Step 3: Convert oral morphine to SC morphine
• Oral to SC morphine ratio = 2:1
• SC morphine = 36 mg ÷ 2 = 18 mg per 24 hours

Answer: 18 mg/24 hours via syringe driver

Why other answers are wrong:
• 27 mg/24 hours — May have used a 1.5:1 oral:SC ratio
• 180 mg/24 hours — May have only divided by 2 (not ÷10 then ÷2)
• 72 mg/24 hours — May have divided codeine by 5 instead of 10
• 1.8 mg/24 hours — Decimal error (÷ 10)

Key concept: Codeine ÷ 10 = oral morphine. Oral morphine ÷ 2 = SC morphine. So codeine ÷ 20 = SC morphine.",approved
66b956ac-f9ba-40f3-8ddf-c831f3e70bda,Hard,A patient requires 40 mmol of potassium chloride added to 500 mL sodium chloride 0.9% to be infused over 4 hours. KCl is available as a 15% solution (1 mmol KCl = 74.5 mg). The maximum peripheral infusion rate is 10 mmol/hour. Calculate the infusion rate in mL/hour.,375 mL/hour,31.25 mL/hour,125 mL/hour,62.5 mL/hour,83.38 mL/hour,C,"Step 1: Calculate the infusion rate
• Total volume = 500 mL
• Infusion time = 4 hours
• Infusion rate = 500 mL ÷ 4 hours = 125 mL/hour

Step 2: Check the potassium delivery rate is safe
• Total KCl = 40 mmol over 4 hours = 10 mmol/hour
• Maximum peripheral rate is 10 mmol/hour — at the limit

Answer: 125 mL/hour

Why other answers are wrong:
• 375 mL/hour — Would complete in approximately 80 minutes
• 31.25 mL/hour — Would take 16 hours
• 62.5 mL/hour — Would take 8 hours
• 83.38 mL/hour — Calculation error",approved
c48e389e-c9f2-4154-a735-96c6de98b776,Easy,A 15 kg child requires 50 mg/kg/day in 3 divided doses. Calculate each dose.,500 mg,125.0 mg,250 mg,187.5 mg,375.0 mg,C,Daily dose = 50 mg/kg × 15 kg = 750 mg. Divided into 3 doses: 750 ÷ 3 = 250 mg per dose.,approved
c596e7d8-d467-491d-8a92-271d39696d1f,Hard,"A patient is started on warfarin for AF — loading regimen using the following titration schedule: 10 mg on day 1 for 1 days; 10 mg on day 2 for 1 days; 5 mg on day 3 for 1 days; check INR, then variable 3-5 mg daily for 25 days for 25 days. Warfarin is available in appropriate tablet strengths. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?",1 pack(s) of 28,1.1 pack(s) of 28,0.67 pack(s) of 28,3 pack(s) of 28,10 pack(s) of 28,A,"Simple course calculation: Aspirin 75 mg once daily for cardiovascular prophylaxis. Tablets needed = Doses per day × Duration = 1 × 28 = 28 tablets. Low-dose aspirin (75 mg) inhibits platelet aggregation. Standard pack sizes are often 28 or 56 tablets, aligned with 4- or 8-week supplies.",approved
a578f0dd-36b8-4ed6-8bba-58e88a32bad9,Easy,A patient takes Metformin 500 mg three times daily. Calculate the total daily dose.,2250.0 mg,1500 mg,1125.0 mg,3000 mg,750.0 mg,B,"**Total Dose Calculation**

**Formula:** Total = Single dose × Frequency × Duration

**Answer: 1500 mg**",approved
